type,amount,oldbalanceOrg,newbalanceOrig,isFraud
CASH_IN,104976.67,31771.0,136747.67,0
TRANSFER,3080973.39,3080973.39,0.0,1
CASH_OUT,351042.72,0.0,0.0,0
TRANSFER,723915.85,723915.85,0.0,1
TRANSFER,511379.9,511379.9,0.0,1
CASH_IN,65903.4,110422.0,176325.4,0
CASH_IN,293348.43,181267.0,474615.43,0
CASH_OUT,96615.1,145171.04,48555.94,0
PAYMENT,22623.33,0.0,0.0,0
CASH_OUT,4526748.52,4526748.52,0.0,1
TRANSFER,857532.44,1091.0,0.0,0
CASH_OUT,174648.89,20114.0,0.0,0
PAYMENT,7256.78,110911.25,103654.46,0
CASH_OUT,234435.72,20909.0,0.0,0
CASH_OUT,180110.22,180110.22,0.0,1
CASH_OUT,424466.28,9889.0,0.0,0
CASH_OUT,92735.71,92735.71,0.0,1
CASH_OUT,2393539.65,2393539.65,0.0,1
CASH_OUT,763913.96,763913.96,0.0,1
CASH_OUT,1165171.47,1165171.47,0.0,1
CASH_OUT,17445.65,0.0,0.0,0
CASH_OUT,1031608.37,1031608.37,0.0,1
CASH_OUT,143500.62,143500.62,0.0,1
TRANSFER,1884204.47,0.0,0.0,0
CASH_IN,3632.22,36705.0,40337.22,0
TRANSFER,170592.08,173854.16,3262.08,0
PAYMENT,11002.43,41610.0,30607.57,0
PAYMENT,6474.8,31423.0,24948.2,0
CASH_OUT,46779.04,46779.04,0.0,1
CASH_IN,46987.54,10916478.99,10963466.53,0
TRANSFER,2429711.09,2429711.09,0.0,1
CASH_OUT,2149976.69,2149976.69,0.0,1
CASH_OUT,3421212.04,3421212.04,0.0,1
CASH_OUT,2153055.36,2153055.36,0.0,1
CASH_OUT,2305939.38,2305939.38,0.0,1
CASH_OUT,4644693.12,4644693.12,0.0,1
CASH_OUT,242203.65,21028.0,0.0,0
TRANSFER,38115.0,38115.0,0.0,1
TRANSFER,460434.46,460434.46,0.0,1
CASH_OUT,223932.01,41520.0,0.0,0
TRANSFER,1494831.65,1494831.65,0.0,1
PAYMENT,11890.14,118311.79,106421.65,0
TRANSFER,204778.86,204778.86,0.0,1
TRANSFER,790332.43,790332.43,0.0,1
PAYMENT,2700.79,117018.0,114317.21,0
CASH_OUT,66448.19,66448.19,0.0,1
CASH_OUT,990857.53,990857.53,0.0,1
CASH_OUT,9887819.06,9887819.06,0.0,1
CASH_IN,69400.72,3831453.35,3900854.08,0
CASH_OUT,9977761.05,9977761.05,0.0,1
TRANSFER,766257.55,766257.55,0.0,1
TRANSFER,182927.08,182927.08,0.0,1
PAYMENT,50118.81,21124.0,0.0,0
PAYMENT,8853.43,0.0,0.0,0
TRANSFER,374178.28,374178.28,0.0,1
PAYMENT,60875.33,0.0,0.0,0
CASH_OUT,243768.91,0.0,0.0,0
PAYMENT,10214.44,19284.0,9069.56,0
TRANSFER,1827209.07,1827209.07,0.0,1
CASH_OUT,115881.21,115881.21,0.0,1
TRANSFER,905980.03,30760.0,0.0,0
CASH_OUT,148305.3,148305.3,0.0,1
PAYMENT,9536.99,8742.4,0.0,0
CASH_IN,66042.94,8045.0,74087.94,0
CASH_OUT,230792.27,121990.0,0.0,0
CASH_OUT,1621056.88,1621056.88,0.0,1
CASH_IN,215176.82,116911.0,332087.82,0
CASH_OUT,577418.98,0.0,0.0,1
CASH_OUT,34473.07,34473.07,0.0,1
CASH_OUT,131231.74,0.0,0.0,0
CASH_OUT,547672.2,547672.2,0.0,1
CASH_OUT,380214.33,380214.33,0.0,1
TRANSFER,44482.33,44482.33,0.0,1
CASH_OUT,235563.58,0.0,0.0,0
CASH_IN,332085.12,11090.0,343175.12,0
TRANSFER,1618039.51,0.0,0.0,0
TRANSFER,1132311.86,1132311.86,0.0,1
DEBIT,948.54,11590.0,10641.46,0
PAYMENT,16037.75,11029.0,0.0,0
CASH_OUT,939518.05,939518.05,0.0,1
CASH_OUT,335094.53,335094.53,0.0,1
CASH_OUT,146936.0,24630.0,0.0,0
CASH_OUT,1710180.37,1710180.37,0.0,1
CASH_OUT,2745923.02,2745923.02,0.0,1
CASH_OUT,88649.1,88649.1,0.0,1
CASH_OUT,197554.65,903539.0,705984.35,0
PAYMENT,946.17,0.0,0.0,0
TRANSFER,37323.15,37323.15,0.0,1
TRANSFER,3551022.86,3551022.86,0.0,1
CASH_IN,186360.7,20869943.82,21056304.52,0
CASH_IN,39383.16,532.0,39915.16,0
TRANSFER,1027963.96,1027963.96,0.0,1
PAYMENT,14785.67,22671.0,7885.33,0
PAYMENT,48662.97,0.0,0.0,0
PAYMENT,20084.09,0.0,0.0,0
PAYMENT,64076.26,0.0,0.0,0
CASH_IN,1284.29,7730.0,9014.29,0
CASH_OUT,233393.55,0.0,0.0,0
TRANSFER,150406.91,150406.91,0.0,1
TRANSFER,152331.26,152331.26,0.0,1
CASH_OUT,120225.31,0.0,0.0,0
TRANSFER,9217.19,9217.19,0.0,1
TRANSFER,3037.67,3037.67,0.0,1
CASH_OUT,3085336.66,3085336.66,0.0,1
CASH_OUT,119306.06,119306.06,0.0,1
TRANSFER,7887.75,7887.75,0.0,1
TRANSFER,2640191.51,23613.16,0.0,0
TRANSFER,613020.85,613020.85,0.0,1
CASH_OUT,11739.62,0.0,0.0,0
CASH_IN,37271.83,2260969.45,2298241.28,0
CASH_OUT,475854.04,475854.04,0.0,1
CASH_IN,23639.66,8359599.91,8383239.57,0
CASH_OUT,3244067.13,3244067.13,0.0,1
CASH_IN,97543.76,5728.0,103271.76,0
CASH_OUT,7246962.16,7246962.16,0.0,1
CASH_IN,68747.77,1546637.69,1615385.47,0
TRANSFER,8924971.59,8924971.59,0.0,1
CASH_OUT,120232.13,120232.13,0.0,1
TRANSFER,730677.5,730677.5,0.0,1
TRANSFER,1272493.9,1272493.9,0.0,1
TRANSFER,53340.45,53340.45,0.0,1
CASH_OUT,272572.7,0.0,0.0,0
CASH_OUT,193501.05,48345.0,0.0,0
CASH_OUT,131231.87,10034.0,0.0,0
TRANSFER,234853.95,234853.95,0.0,1
CASH_OUT,43235.71,43235.71,0.0,1
CASH_OUT,458138.39,1065.0,0.0,0
TRANSFER,7469051.14,7469051.14,0.0,1
CASH_IN,61438.42,31729.0,93167.42,0
CASH_IN,193440.12,3088195.86,3281635.98,0
TRANSFER,2758096.0,2758096.0,0.0,1
CASH_OUT,16619.95,16619.95,0.0,1
TRANSFER,37669.14,37669.14,0.0,1
CASH_IN,377615.87,48705.0,426320.87,0
CASH_OUT,225632.5,10110.0,0.0,0
CASH_OUT,58058.98,58058.98,0.0,1
CASH_OUT,264949.69,264949.69,0.0,1
PAYMENT,1353.23,0.0,0.0,0
CASH_OUT,268267.23,11475.0,0.0,0
CASH_OUT,401575.19,401575.19,0.0,1
TRANSFER,227231.78,227231.78,0.0,1
TRANSFER,320938.37,0.0,0.0,0
CASH_OUT,1613281.82,1613281.82,0.0,1
TRANSFER,3786438.03,3786438.03,0.0,1
TRANSFER,489111.71,489111.71,0.0,1
CASH_OUT,128019.92,29155.0,0.0,0
TRANSFER,2942177.94,2942177.94,0.0,1
CASH_IN,148462.79,1476291.23,1624754.03,0
CASH_OUT,3544.76,3544.76,0.0,1
CASH_OUT,42868.06,1101.0,0.0,0
CASH_OUT,606920.11,606920.11,0.0,1
PAYMENT,4928.68,32279.0,27350.32,0
PAYMENT,921.63,710.0,0.0,0
CASH_OUT,85303.24,85303.24,0.0,1
CASH_OUT,9065.34,9065.34,0.0,1
TRANSFER,436243.25,0.0,0.0,0
TRANSFER,813775.73,813775.73,0.0,1
CASH_OUT,802417.45,802417.45,0.0,1
TRANSFER,596127.11,596127.11,0.0,1
CASH_OUT,14006.36,0.0,0.0,0
TRANSFER,2728625.68,2728625.68,0.0,1
CASH_OUT,269238.91,0.0,0.0,0
PAYMENT,8221.18,395910.37,387689.19,0
TRANSFER,2315782.83,24085.0,0.0,0
CASH_OUT,295664.18,295664.18,0.0,1
PAYMENT,11334.51,77565.0,66230.49,0
PAYMENT,1229.51,173260.7,172031.19,0
CASH_OUT,1561891.66,1561891.66,0.0,1
CASH_OUT,529659.95,529659.95,0.0,1
CASH_IN,19030.71,1482.0,20512.71,0
CASH_OUT,9917.27,9917.27,0.0,1
TRANSFER,1936403.59,1936403.59,0.0,1
TRANSFER,2274566.61,2274566.61,0.0,1
CASH_IN,200549.86,17148369.35,17348919.21,0
CASH_OUT,110192.77,25564.0,0.0,0
TRANSFER,8594499.99,8594499.99,0.0,1
CASH_IN,247971.96,2514.0,250485.96,0
TRANSFER,22877.0,22877.0,0.0,1
TRANSFER,253498.36,253498.36,0.0,1
CASH_IN,16667.27,6523551.34,6540218.6,0
PAYMENT,12919.15,11351.0,0.0,0
CASH_OUT,148904.43,115962.0,0.0,0
TRANSFER,3439121.37,3439121.37,0.0,1
CASH_OUT,495932.04,754.0,0.0,0
TRANSFER,245155.25,245155.25,0.0,1
PAYMENT,4997.83,0.0,0.0,0
TRANSFER,3845765.36,3845765.36,0.0,1
PAYMENT,23758.3,31282.0,7523.7,0
CASH_IN,108948.64,41753.0,150701.64,0
CASH_OUT,70583.03,11839.0,0.0,0
TRANSFER,202887.77,202887.77,0.0,1
CASH_IN,81070.21,52010.0,133080.21,0
PAYMENT,8436.61,142128.24,133691.62,0
CASH_OUT,313370.55,107578.0,0.0,0
CASH_OUT,203881.96,203881.96,0.0,1
TRANSFER,257247.52,0.0,0.0,0
CASH_OUT,533269.77,533269.77,0.0,1
PAYMENT,8982.1,68903.71,59921.61,0
CASH_OUT,85354.69,85354.69,0.0,1
PAYMENT,230.3,790429.14,790198.84,0
PAYMENT,5879.03,113621.39,107742.36,0
CASH_OUT,1679154.56,1679154.56,0.0,1
PAYMENT,7.71,0.0,0.0,0
TRANSFER,14360.12,14360.12,0.0,1
DEBIT,560.97,21564.0,21003.03,0
TRANSFER,45077.1,45077.1,0.0,1
CASH_OUT,437542.52,0.0,0.0,0
CASH_OUT,6545346.16,6545346.16,0.0,1
PAYMENT,11207.75,11420.0,212.25,0
CASH_OUT,13707.11,13707.11,0.0,1
TRANSFER,501101.41,501101.41,0.0,1
PAYMENT,13312.49,159224.57,145912.07,0
TRANSFER,1864022.05,1864022.05,0.0,1
CASH_IN,101185.34,24127.0,125312.34,0
CASH_OUT,4309298.47,4309298.47,0.0,1
PAYMENT,1558.6,10937.76,9379.15,0
PAYMENT,11238.01,140129.49,128891.49,0
PAYMENT,1890.26,69550.0,67659.74,0
CASH_OUT,152911.62,61996.94,0.0,0
CASH_OUT,68214.26,0.0,0.0,0
CASH_OUT,242208.32,0.0,0.0,0
CASH_OUT,43685.44,0.0,0.0,0
CASH_OUT,301551.53,129878.0,0.0,0
CASH_IN,164409.82,145799.12,310208.94,0
PAYMENT,18075.87,24227.41,6151.54,0
CASH_OUT,28986.33,20481.0,0.0,0
CASH_OUT,482956.1,114974.0,0.0,0
TRANSFER,2799902.39,2799902.39,0.0,1
CASH_OUT,51589.87,51589.87,0.0,1
CASH_IN,412783.41,240620.0,653403.41,0
TRANSFER,381247.3,381247.3,0.0,1
CASH_OUT,39713.28,0.0,0.0,1
CASH_OUT,676913.69,676913.69,0.0,1
CASH_IN,189930.5,12054804.28,12244734.78,0
PAYMENT,5454.89,46709.41,41254.52,0
TRANSFER,3452538.75,3452538.75,0.0,1
TRANSFER,265680.73,265680.73,0.0,1
CASH_OUT,1455839.54,1455839.54,0.0,1
CASH_OUT,623895.13,7111.0,0.0,0
CASH_OUT,780687.45,780687.45,0.0,1
PAYMENT,9137.81,186174.0,177036.19,0
CASH_OUT,1390332.39,1390332.39,0.0,1
CASH_OUT,99467.43,0.0,0.0,0
TRANSFER,537539.97,537539.97,0.0,1
PAYMENT,43892.29,201561.96,157669.67,0
CASH_OUT,75480.15,75480.15,0.0,1
CASH_OUT,31024.54,0.0,0.0,0
CASH_OUT,1755647.81,1755647.81,0.0,1
TRANSFER,181588.3,181588.3,0.0,1
CASH_IN,195945.21,37886.0,233831.21,0
TRANSFER,14343.03,14343.03,0.0,1
CASH_IN,103229.02,194.0,103423.02,0
PAYMENT,2029.91,29818.35,27788.44,0
PAYMENT,5714.73,0.0,0.0,0
PAYMENT,8189.55,51561.0,43371.45,0
TRANSFER,27584.17,27584.17,0.0,1
CASH_OUT,106642.43,106642.43,0.0,1
PAYMENT,15639.15,0.0,0.0,0
CASH_OUT,223574.4,0.0,0.0,0
TRANSFER,36942.13,36942.13,0.0,1
PAYMENT,7496.69,6380.29,0.0,0
CASH_OUT,748726.81,748726.81,0.0,1
TRANSFER,1968008.53,1968008.53,0.0,1
CASH_OUT,187789.75,13333.0,0.0,0
CASH_OUT,1675153.28,1675153.28,0.0,1
CASH_OUT,77466.0,43887.0,0.0,0
PAYMENT,17339.54,240104.38,222764.85,0
CASH_OUT,125704.3,0.0,0.0,0
CASH_OUT,2108440.98,2108440.98,0.0,1
CASH_OUT,495991.64,495991.64,0.0,1
CASH_OUT,93286.18,0.0,0.0,0
CASH_OUT,328110.3,328110.3,0.0,1
CASH_OUT,108002.57,38457.0,0.0,0
TRANSFER,2190762.32,2190762.32,0.0,1
TRANSFER,81814.51,81814.51,0.0,1
CASH_OUT,2689.43,2689.43,0.0,1
PAYMENT,55687.47,12878.0,0.0,0
CASH_OUT,1968431.0,1968431.0,0.0,1
CASH_OUT,212975.59,212975.59,0.0,1
CASH_OUT,180744.51,36519.0,0.0,0
CASH_IN,150558.29,64598.0,215156.29,0
TRANSFER,448965.99,0.0,0.0,0
CASH_IN,355107.57,9001.0,364108.57,0
PAYMENT,8465.43,0.0,0.0,0
TRANSFER,4348.62,4348.62,0.0,1
TRANSFER,806850.06,806850.06,0.0,1
TRANSFER,1688761.08,1688761.08,0.0,1
CASH_OUT,107331.59,0.0,0.0,0
CASH_OUT,2912.26,156481.0,153568.74,0
CASH_OUT,10000000.0,10000000.0,0.0,1
CASH_OUT,349422.03,0.0,0.0,0
TRANSFER,249159.26,249159.26,0.0,1
TRANSFER,252667.75,252667.75,0.0,1
TRANSFER,21708.13,21708.13,0.0,1
TRANSFER,818639.22,818639.22,0.0,1
PAYMENT,15611.82,0.0,0.0,0
CASH_OUT,365192.92,125.91,0.0,0
CASH_OUT,16614.82,16614.82,0.0,1
CASH_OUT,345577.97,4629.0,0.0,0
CASH_OUT,10000000.0,10000000.0,0.0,1
PAYMENT,35857.2,0.0,0.0,0
CASH_OUT,15093.69,15093.69,0.0,1
CASH_OUT,264286.19,264286.19,0.0,1
TRANSFER,1857935.57,1857935.57,0.0,1
CASH_OUT,344673.46,344673.46,0.0,1
CASH_IN,100622.31,31505.0,132127.31,0
CASH_OUT,311413.39,4528.0,0.0,0
CASH_OUT,4022098.69,4022098.69,0.0,1
TRANSFER,802064.26,41121.0,0.0,0
CASH_OUT,27661.4,0.0,0.0,0
TRANSFER,5052211.09,5052211.09,0.0,1
PAYMENT,12056.63,192.0,0.0,0
CASH_OUT,114639.6,0.0,0.0,0
TRANSFER,4128853.75,4128853.75,0.0,1
TRANSFER,4153.02,4153.02,0.0,1
CASH_OUT,1189986.88,1189986.88,0.0,1
CASH_OUT,1068952.42,1068952.42,0.0,1
PAYMENT,11816.23,254167.11,242350.88,0
TRANSFER,6215.44,6215.44,0.0,1
CASH_OUT,295205.08,295205.08,0.0,1
CASH_OUT,249921.33,30789.0,0.0,0
TRANSFER,2254934.36,2254934.36,0.0,1
PAYMENT,29954.83,0.0,0.0,0
PAYMENT,3968.65,0.0,0.0,0
CASH_OUT,108755.28,108755.28,0.0,1
CASH_IN,668044.28,1042.0,669086.28,0
PAYMENT,31484.55,0.0,0.0,0
TRANSFER,107320.81,107320.81,0.0,1
CASH_OUT,110054.58,0.0,0.0,0
CASH_IN,265736.48,8324567.49,8590303.98,0
CASH_IN,20647.57,2091952.11,2112599.68,0
CASH_OUT,237776.02,237776.02,0.0,1
CASH_OUT,35621.79,10636.0,0.0,0
TRANSFER,156011.24,156011.24,0.0,1
CASH_OUT,429359.76,429359.76,0.0,1
PAYMENT,7733.39,12301.0,4567.61,0
CASH_IN,260783.87,5219906.71,5480690.58,0
CASH_OUT,80336.26,80336.26,0.0,1
CASH_OUT,42161.34,0.0,0.0,0
PAYMENT,63054.43,18040.0,0.0,0
CASH_IN,93447.87,2512435.5,2605883.37,0
CASH_OUT,70452.25,27927.0,0.0,0
PAYMENT,5175.36,0.0,0.0,0
TRANSFER,4241.44,4241.44,0.0,1
CASH_OUT,987470.17,987470.17,0.0,1
TRANSFER,10000000.0,19887819.06,9887819.06,1
CASH_OUT,63127.94,0.0,0.0,0
CASH_OUT,646676.42,646676.42,0.0,1
CASH_OUT,167324.3,0.0,0.0,0
TRANSFER,561446.32,561446.32,0.0,1
TRANSFER,302227.56,302227.56,0.0,1
CASH_OUT,169591.72,0.0,0.0,0
CASH_IN,256797.58,8493625.41,8750422.99,0
PAYMENT,7842.21,0.0,0.0,0
TRANSFER,21729.0,21729.0,0.0,1
TRANSFER,193445.9,112642.0,0.0,0
CASH_OUT,80397.86,80397.86,0.0,1
TRANSFER,89014.32,89014.32,0.0,1
PAYMENT,4633.43,0.0,0.0,0
PAYMENT,206.62,0.0,0.0,0
CASH_IN,38966.38,3781538.07,3820504.45,0
TRANSFER,331729.06,331729.06,0.0,1
CASH_IN,136661.27,7043759.14,7180420.41,0
CASH_OUT,815384.83,815384.83,0.0,1
PAYMENT,38887.1,0.0,0.0,0
PAYMENT,8209.62,0.0,0.0,0
CASH_OUT,44946.2,44946.2,0.0,1
PAYMENT,13066.05,1161957.36,1148891.3,0
CASH_OUT,282272.93,282272.93,0.0,1
TRANSFER,1289142.33,1289142.33,0.0,1
CASH_IN,295200.4,15693.0,310893.4,0
CASH_OUT,441892.92,441892.92,0.0,1
CASH_OUT,1312406.14,1312406.14,0.0,1
CASH_OUT,55461.53,15931.8,0.0,0
TRANSFER,2405544.4,62822.87,0.0,0
TRANSFER,177217.55,177217.55,0.0,1
TRANSFER,59841.44,59841.44,0.0,1
TRANSFER,311487.14,311487.14,0.0,1
PAYMENT,3027.39,9553.23,6525.84,0
CASH_OUT,17991.59,31474.0,13482.41,0
CASH_OUT,202832.29,203085.0,252.71,0
TRANSFER,513693.13,513693.13,0.0,1
TRANSFER,101903.69,101903.69,0.0,1
TRANSFER,4009058.39,4009058.39,0.0,1
CASH_OUT,18982.32,18982.32,0.0,1
TRANSFER,193618.61,782.0,0.0,0
TRANSFER,2432747.48,2432747.48,0.0,1
TRANSFER,313697.44,313697.44,0.0,1
TRANSFER,538974.28,30173.0,0.0,0
CASH_IN,103619.21,1887.0,105506.21,0
CASH_OUT,1314660.84,1314660.84,0.0,1
PAYMENT,10139.76,80284.0,70144.24,0
TRANSFER,11070.29,11070.29,0.0,1
TRANSFER,37119.58,37119.58,0.0,1
CASH_IN,51878.91,7416770.32,7468649.24,0
CASH_IN,8845.38,17085493.28,17094338.66,0
CASH_OUT,3929113.14,3929113.14,0.0,1
CASH_IN,204490.67,61553.0,266043.67,0
CASH_IN,173428.86,12609269.44,12782698.3,0
PAYMENT,6457.98,0.0,0.0,0
PAYMENT,10269.39,0.0,0.0,0
TRANSFER,688034.32,688034.32,0.0,1
CASH_IN,16218.27,281.0,16499.27,0
CASH_OUT,1385945.61,1385945.61,0.0,1
CASH_IN,528410.92,20824.0,549234.92,0
TRANSFER,102747.32,65070.0,0.0,0
TRANSFER,154196.49,154196.49,0.0,1
CASH_OUT,39982.03,702.56,0.0,0
TRANSFER,1141652.19,0.0,0.0,0
CASH_IN,298395.25,17654.0,316049.25,0
TRANSFER,757422.83,757422.83,0.0,1
CASH_OUT,207021.45,207021.45,0.0,1
CASH_OUT,85545.97,176677.42,91131.45,0
CASH_IN,87613.68,2084167.09,2171780.77,0
CASH_OUT,154052.34,154052.34,0.0,1
TRANSFER,10000000.0,15999376.79,5999376.79,1
PAYMENT,2796.84,62121.0,59324.16,0
CASH_OUT,239170.87,0.0,0.0,0
CASH_OUT,3019699.77,3019699.77,0.0,1
TRANSFER,149535.0,149535.0,0.0,1
CASH_OUT,567729.52,567729.52,0.0,1
CASH_OUT,1494831.65,1494831.65,0.0,1
PAYMENT,3223.73,5997.38,2773.64,0
CASH_OUT,115085.31,115085.31,0.0,1
CASH_IN,131819.36,1067508.86,1199328.22,0
CASH_IN,284774.45,32232.0,317006.45,0
CASH_IN,48987.65,12887777.51,12936765.16,0
TRANSFER,1051834.23,17496.0,0.0,0
CASH_OUT,335859.86,335859.86,0.0,1
CASH_OUT,1743864.1,1743864.1,0.0,1
CASH_OUT,591159.5,591159.5,0.0,1
TRANSFER,624686.04,624686.04,0.0,1
TRANSFER,371771.44,371771.44,0.0,1
CASH_OUT,239646.72,239646.72,0.0,1
CASH_OUT,34099.1,34099.1,0.0,1
CASH_OUT,49871.73,49871.73,0.0,1
CASH_IN,24917.19,711186.91,736104.11,0
CASH_IN,295652.32,10199.0,305851.32,0
CASH_OUT,735329.1,735329.1,0.0,1
CASH_OUT,130278.99,130278.99,0.0,1
CASH_OUT,73565.48,0.0,0.0,0
CASH_OUT,0.0,0.0,0.0,1
PAYMENT,11937.27,102976.0,91038.73,0
CASH_OUT,1646181.09,1646181.09,0.0,1
PAYMENT,20621.56,0.0,0.0,0
CASH_OUT,157512.93,0.0,0.0,0
CASH_OUT,114028.1,0.0,0.0,0
CASH_OUT,417585.36,20334.0,0.0,0
CASH_OUT,6783.47,6783.47,0.0,1
PAYMENT,31393.13,696075.0,664681.87,0
TRANSFER,1064666.06,90387.0,0.0,0
CASH_OUT,217275.33,22222.0,0.0,0
TRANSFER,8267760.5,8267760.5,0.0,1
PAYMENT,11916.38,15892.0,3975.62,0
CASH_OUT,311168.93,6256.0,0.0,0
TRANSFER,92043.22,92043.22,0.0,1
CASH_OUT,1011249.64,1011249.64,0.0,1
CASH_OUT,375419.35,375419.35,0.0,1
TRANSFER,364333.03,364333.03,0.0,1
CASH_OUT,110717.72,11063.0,0.0,0
CASH_IN,299471.19,5991.0,305462.19,0
CASH_OUT,31374.02,31374.02,0.0,1
CASH_OUT,607812.43,103316.0,0.0,0
CASH_IN,150686.26,9198433.62,9349119.88,0
CASH_OUT,176776.55,176776.55,0.0,1
CASH_OUT,20830.09,0.0,0.0,0
CASH_OUT,573266.42,573266.42,0.0,1
TRANSFER,2860852.43,2860852.43,0.0,1
CASH_OUT,106607.85,0.0,0.0,0
PAYMENT,6653.45,575.0,0.0,0
TRANSFER,298255.21,0.0,0.0,0
TRANSFER,1049586.54,1049586.54,0.0,1
CASH_OUT,774761.84,774761.84,0.0,1
TRANSFER,10000000.0,14011314.1,4011314.1,1
CASH_OUT,341441.17,341441.17,0.0,1
TRANSFER,1515291.19,1515291.19,0.0,1
CASH_OUT,222073.98,0.0,0.0,0
PAYMENT,3894.43,0.0,0.0,0
CASH_OUT,173617.02,0.0,0.0,0
CASH_OUT,381342.69,0.0,0.0,0
CASH_IN,26565.85,1281851.43,1308417.28,0
CASH_IN,137597.16,2144579.15,2282176.3,0
TRANSFER,435867.16,435867.16,0.0,1
PAYMENT,16046.93,10464.0,0.0,0
CASH_OUT,7074.51,14581.0,7506.49,0
CASH_OUT,151408.4,0.0,0.0,0
CASH_OUT,165825.66,20431.0,0.0,0
PAYMENT,12390.9,49978.0,37587.1,0
TRANSFER,582725.12,582725.12,0.0,1
PAYMENT,10631.09,118808.0,108176.91,0
PAYMENT,9681.09,53758.78,44077.69,0
CASH_OUT,278313.7,0.0,0.0,0
TRANSFER,1783144.33,1783144.33,0.0,1
CASH_OUT,645104.5,645104.5,0.0,1
CASH_OUT,1619331.51,1619331.51,0.0,1
TRANSFER,287720.41,287720.41,0.0,1
CASH_IN,9482.11,15356583.47,15366065.58,0
CASH_OUT,2772748.37,2772748.37,0.0,1
TRANSFER,131594.12,131594.12,0.0,1
CASH_OUT,48578.21,0.0,0.0,0
CASH_OUT,104298.83,10002.0,0.0,0
CASH_OUT,42483.97,42483.97,0.0,1
CASH_IN,284688.32,9672678.85,9957367.17,0
CASH_OUT,527293.45,81.0,0.0,0
CASH_OUT,1011606.26,1011606.26,0.0,1
PAYMENT,25673.21,11448.0,0.0,0
CASH_OUT,10000000.0,10000000.0,0.0,1
PAYMENT,2947.49,408525.99,405578.5,0
PAYMENT,68197.16,5201.6,0.0,0
CASH_OUT,3139423.35,3139423.35,0.0,1
PAYMENT,2392.7,457513.42,455120.72,0
CASH_IN,54337.2,11023.0,65360.2,0
CASH_OUT,842554.02,842554.02,0.0,1
TRANSFER,176007.37,176007.37,0.0,1
CASH_OUT,268230.43,268230.43,0.0,1
PAYMENT,3162.22,0.0,0.0,0
TRANSFER,203881.96,203881.96,0.0,1
CASH_OUT,541486.74,541486.74,0.0,1
CASH_OUT,69724.85,69724.85,0.0,1
TRANSFER,53107.96,53107.96,0.0,1
CASH_OUT,6972164.97,6972164.97,0.0,1
TRANSFER,10000000.0,25614246.07,15614246.07,1
TRANSFER,309254.05,309254.05,0.0,1
CASH_IN,37780.35,4630969.03,4668749.38,0
CASH_OUT,5741.05,5741.05,0.0,1
CASH_OUT,2253811.33,2253811.33,0.0,1
CASH_OUT,82764.07,82764.07,0.0,1
CASH_IN,144025.93,770212.87,914238.81,0
PAYMENT,108667.99,12105.0,0.0,0
CASH_IN,528887.11,69356.0,598243.11,0
CASH_OUT,181591.35,100399.0,0.0,0
CASH_OUT,168303.36,168303.36,0.0,1
PAYMENT,14543.66,29297.0,14753.34,0
CASH_OUT,9217.19,9217.19,0.0,1
CASH_IN,17427.63,5378830.82,5396258.45,0
PAYMENT,10717.62,3147.0,0.0,0
CASH_IN,66306.61,20303835.79,20370142.4,0
CASH_IN,105947.88,51105.0,157052.88,0
CASH_IN,352485.01,6691.0,359176.01,0
CASH_OUT,254947.37,254947.37,0.0,1
PAYMENT,17932.47,103308.0,85375.53,0
CASH_IN,139039.09,2409431.81,2548470.9,0
TRANSFER,3735525.0,3735525.0,0.0,1
CASH_OUT,81518.49,10989.0,0.0,0
PAYMENT,10734.34,0.0,0.0,0
TRANSFER,426173.04,426173.04,0.0,1
CASH_OUT,653151.55,653151.55,0.0,1
TRANSFER,345526.4,345526.4,0.0,1
CASH_IN,87823.33,11207.0,99030.33,0
TRANSFER,21662.5,21662.5,0.0,1
PAYMENT,10044.77,10791.0,746.23,0
PAYMENT,11853.27,0.0,0.0,0
CASH_OUT,466218.08,466218.08,0.0,1
TRANSFER,2107997.33,2107997.33,0.0,1
CASH_OUT,40867.66,40867.66,0.0,1
CASH_OUT,866712.19,866712.19,0.0,1
TRANSFER,3544.76,3544.76,0.0,1
CASH_IN,137282.83,119857.0,257139.83,0
CASH_OUT,46654.11,15717.0,0.0,0
TRANSFER,633610.66,633610.66,0.0,1
CASH_OUT,185529.91,185529.91,0.0,1
CASH_OUT,159062.44,0.0,0.0,0
CASH_OUT,170738.44,16502.0,0.0,0
CASH_OUT,210.92,210.92,0.0,1
CASH_IN,93665.11,171514.0,265179.11,0
TRANSFER,343972.5,343972.5,0.0,1
CASH_OUT,1932200.59,1932200.59,0.0,1
CASH_OUT,269614.16,0.0,0.0,0
CASH_OUT,107773.49,107773.49,0.0,1
CASH_OUT,4688.48,185870.0,181181.52,0
PAYMENT,10321.89,0.0,0.0,0
TRANSFER,44116.87,44116.87,0.0,1
TRANSFER,297465.74,297465.74,0.0,1
PAYMENT,25518.98,683.0,0.0,0
PAYMENT,11315.54,0.0,0.0,0
TRANSFER,458845.55,458845.55,0.0,1
CASH_OUT,489111.71,489111.71,0.0,1
CASH_OUT,119361.27,3612.0,0.0,0
TRANSFER,1023189.9,1023189.9,0.0,1
CASH_OUT,99161.47,0.0,0.0,0
TRANSFER,986876.27,986876.27,0.0,1
TRANSFER,5926745.36,5926745.36,0.0,1
CASH_OUT,0.0,0.0,0.0,1
